Year,REGIONCODE,ZONECODE,RK_NAME,WHEATAREA,WHEATOUTPUT,WHEATDAMAGE_WEATHER_AREA_P,WHEATDAMAGE_PESTS_AREA_P,WHEATDAMAGE_DROUGHT_AREA_P,WHEATOPH_W,WHEATDAMAGEAREA
2015,7,709,AGARO,.0728529989719391,1.028540015220642,0,.5,0,14.118019,.0364264994859695
2011,7,709,BOBA KECHA,.1249129995703697,1.786260008811951,0,0,0,14.300033,0
2012,7,709,BOBA KECHA,.1543580032885075,.6946099996566773,.31847394,0,0,4.4999933,.1051990017294884
2013,7,709,BOBA KECHA,.1302890004590154,.6905299946665764,0,0,0,5.2999868,.0650618970394135
2014,7,709,BOBA KECHA,0,0,,,,,0
2015,7,709,BOBA KECHA,.228666003793478,1.158879965543747,.097701453,0,.097701453,5.0680027,.0846195016056299
2011,7,709,WARA BAMIBA,.1004189997911453,.4318000078201294,0,0,0,4.299983,.0502094998955727
2012,7,709,WARA BAMIBA,.2066329922527075,1.508420020341873,0,0,0,7.2999959,.0040334998629987
2013,7,709,WARA BAMIBA,.3651069991756231,1.935069954022765,0,0,0,5.3000078,0
2014,7,709,WARA BAMIBA,0,0,,,,,0
2015,7,709,WARA BAMIBA,0,0,,,,,0
2011,7,709,AJA BAMIBA,.1675609946250916,1.809659957885742,0,0,0,10.800007,0
2012,7,709,AJA BAMIBA,.6611590124666691,13.1570600271225,0,0,0,19.899994,0
2013,7,709,AJA BAMIBA,.5711340084671974,3.027019917964935,0,0,0,5.3000169,.1474675014615059
2014,7,709,AJA BAMIBA,.9253449887037277,11.28919988870621,.42656362,0,0,12.19999,.3947185017168522
2015,7,709,AJA BAMIBA,.0274299997836351,.0645399987697601,0,0,0,2.3528984,0
2011,7,709,Maligawi,.6861459985375404,9.057119965553284,0,0,0,13.199989,.0923320017755032
2012,7,709,Maligawi,.6963749937713146,3.621150016784668,.034977563,0,0,5.2000003,.0243574995547533
2013,7,709,Maligawi,.064920999109745,.9153900146484375,0,0,0,14.10006,.0162302497774363
2014,7,709,Maligawi,.9728089980781078,4.669469922780991,0,0,0,4.7999864,.017315249890089
2015,7,709,Maligawi,.3479500012472272,1.322569977492094,0,.02907501,0,3.8010345,.0579421501606703
2011,7,709,Yina,0,0,,,,,0
2012,7,709,Yina,0,0,,,,,0
2013,7,709,Yina,0,0,,,,,0
2014,7,709,Yina,0,0,,,,,0
2015,7,709,Yina,0,0,,,,,0
2011,7,709,Andracha,1.592744000256062,13.21978026628494,.11787714,0,0,8.3000031,.2915387526154518
2012,7,709,Andracha,.2593600004911423,1.115249991416931,0,0,0,4.3000078,.0491090007126331
2013,7,709,Andracha,.5052369871991687,7.123830172233284,.067138791,0,0,14.099977,.1041529960930347
2014,7,709,Andracha,.736261997371912,6.258230090141296,0,0,0,8.5000038,0
2015,7,709,Andracha,.6587990075349808,5.544789969921112,.021845434,0,0,8.4165125,.0143917500972748
2011,7,710,Boreda kekisha,0,0,,,,,0
2012,7,710,Boreda kekisha,0,0,,,,,0
2013,7,710,Boreda kekisha,0,0,,,,,0
2014,7,710,Boreda kekisha,0,0,,,,,0
2015,7,710,Boreda kekisha,0,0,,,,,0
2011,7,710,Gayisa,.9060560050420463,6.704819930717349,.10801639,0,0,7.4000063,.0978689016774297
2012,7,710,Gayisa,.700789004098624,28.10164991021156,.22247095,0,0,40.100014,.1559052001684904
2013,7,710,Gayisa,1.115317990537733,9.257149938493967,.053380292,.0029780744,0,8.3000097,.0785227012820542
2014,7,710,Gayisa,.629068992100656,7.297199957072735,.03007023,0,0,11.599999,.0189162492752075
2015,7,710,Gayisa,.5168799996608868,6.254269992001355,0,0,0,12.100042,0
2011,7,710,Weyde Yalo Tsala,0,0,,,,,0
2012,7,710,Weyde Yalo Tsala,0,0,,,,,0
2013,7,710,Weyde Yalo Tsala,0,0,,,,,0
2014,7,710,Weyde Yalo Tsala,0,0,,,,,0
2015,7,710,Weyde Yalo Tsala,0,0,,,,,0
2011,7,710,Lotegaylachelbe,0,0,,,,,0
2012,7,710,Lotegaylachelbe,0,0,,,,,0
2013,7,710,Lotegaylachelbe,0,0,,,,,0
2014,7,710,Lotegaylachelbe,0,0,,,,,0
2015,7,710,Lotegaylachelbe,0,0,,,,,0
2011,7,710,Uba Bergune,0,0,,,,,0
2012,7,710,Uba Bergune,0,0,,,,,0
2013,7,710,Uba Bergune,0,0,,,,,0
2014,7,710,Uba Bergune,0,0,,,,,0
2015,7,710,Uba Bergune,0,0,,,,,0
2011,7,710,Gerera,.0062259999103844,.0666199997067451,0,0,0,10.700289,0
2012,7,710,Gerera,.0115059996023774,.0863000005483627,0,0,0,7.5004349,0
2013,7,710,Gerera,0,0,,,,,0
2014,7,710,Gerera,0,0,,,,,0
2015,7,710,Gerera,.1548590026795864,2.384829998016357,.5,0,.5,15.400009,.0774295013397932
2011,7,710,Sikole,0,0,,,,,0
2012,7,710,Sikole,0,0,,,,,0
2013,7,710,Sikole,0,0,,,,,0
2014,7,710,Sikole,0,0,,,,,0
2015,7,710,Sikole,0,0,,,,,0
2011,7,710,Fungo,0,0,,,,,0
2012,7,710,Fungo,0,0,,,,,0
2013,7,710,Fungo,.0078189997002482,.1079000011086464,0,0,0,13.799719,0
2014,7,710,Fungo,0,0,,,,,0
2015,7,710,Fungo,0,0,,,,,0
2011,7,710,KECHA LIYO,0,0,,,,,0
2012,7,710,KECHA LIYO,0,0,,,,,0
2013,7,710,KECHA LIYO,0,0,,,,,0
2014,7,710,KECHA LIYO,0,0,,,,,0
2015,7,710,KECHA LIYO,0,0,,,,,0
2011,7,710,Menena,.2351520042866468,1.058180008083582,0,0,0,4.4999828,0
2012,7,710,Menena,.1260580020025373,1.197549976408482,0,0,0,9.4999914,0
2013,7,710,Menena,1.347322988323867,11.0480098798871,.24801433,0,0,8.1999712,.3341553997015581
2014,7,710,Menena,.1712359972298145,1.55825001001358,0,0,0,9.1000147,0
2015,7,710,Menena,.1785930022597313,1.982389941811562,.54131377,0,.54131377,11.100042,.0966748488135636
2011,7,710,Ankober,0,0,,,,,0
2012,7,710,Ankober,0,0,,,,,0
2013,7,710,Ankober,0,0,,,,,0
2014,7,710,Ankober,0,0,,,,,0
2015,7,710,Ankober,0,0,,,,,0
2011,7,710,Zigiti Bakole,1.144596006721258,15.56650993227959,0,.021850329,0,13.600003,.0250097997486591
2012,7,710,Zigiti Bakole,1.763683035969734,22.57514031231403,0,0,0,12.799998,.9599900525063276
2013,7,710,Zigiti Bakole,.6558740064501762,14.75715982913971,0,0,0,22.499992,.1041185036301613
2014,7,710,Zigiti Bakole,1.649366978555918,24.08076077699661,.0067744171,0,0,14.600001,.5899593960493803
2015,7,710,Zigiti Bakole,1.448449987801723,38.38391989469528,0,0,0,26.499996,.1257613450288773
2011,7,710,Geribanisa Koyira,0,0,,,,,0
2012,7,710,Geribanisa Koyira,0,0,,,,,0
2013,7,710,Geribanisa Koyira,0,0,,,,,0
2014,7,710,Geribanisa Koyira,.0166979995556176,.018370000179857,0,0,0,1.1001318,0
2015,7,710,Geribanisa Koyira,0,0,,,,,0
2011,7,710,Giniko,.5531140040111495,6.526750033721328,0,0,0,11.800009,.0028894999995828
2012,7,710,Giniko,1.386093998560682,15.247029799968,0,0,0,10.999997,0
2013,7,710,Giniko,.8775590024888516,12.11027999967337,0,0,0,13.799961,0
2014,7,710,Giniko,.570935994386673,7.650539914146066,0,0,0,13.399996,.0288174003362656
2015,7,710,Giniko,.5325149963609874,3.408089989796281,.22533187,.013780457,.22320667,6.3999887,.1273309013340622
2011,7,710,Amaranbodo,2.907557003345573,39.54278027452529,0,.036521725,0,13.600001,.1070837519364432
2012,7,710,Amaranbodo,3.584108972456306,65.23080970533192,.0013109256,.00034834319,0,18.200006,.0213277504080907
2013,7,710,Amaranbodo,2.141610000981018,29.5542300529778,0,0,0,13.800006,0
2014,7,710,Amaranbodo,1.012848998885602,17.31969014182687,.013421744,0,0,17.099972,.0135941999033093
2015,7,710,Amaranbodo,.9401159941917285,10.81135003082454,.605443,0,.605443,11.500017,.569186649954645
2011,7,710,Webera,.9728999974904582,6.713019923307002,.016915202,0,0,6.9000101,.0171668000984937
2012,7,710,Webera,.8984500032383949,20.75421977043152,.080375649,0,0,23.100027,.0722134994575754
2013,7,710,Webera,.5728920011315495,7.905919935554266,.23778296,0,0,13.800018,.1362239488807973
2014,7,710,Webera,.5108760020229965,3.780519977211952,0,0,0,7.4000735,0
2015,7,710,Webera,.4801250007003546,8.786279916763306,.28955489,.0043759434,.28955489,18.299984,.1411235488485545
2011,7,710,Gena Kere,.0678250011987984,.3798100091516972,.094434209,0,0,5.5998526,.0064050001092255
2012,7,710,Gena Kere,.0505379993701354,.333550002425909,0,0,0,6.5999842,0
2013,7,710,Gena Kere,.1123959985561669,.7530599944293499,.014875975,0,0,6.7000604,.0016720000421628
2014,7,710,Gena Kere,.0851500001735985,.6556499935686588,.15999706,0,0,7.6999412,.0136237498372793
2015,7,710,Gena Kere,.0509000010788441,.3206700086593628,0,0,0,6.3000002,0
2011,7,710,Merzo,.8035530003253371,8.356960020959377,0,0,0,10.400011,0
2012,7,710,Merzo,1.481150008738041,21.18044985830784,.028730446,.0089671882,0,14.300003,.0598896505543962
2013,7,710,Merzo,1.105859015602619,19.90542991831899,.12794343,0,0,17.999971,.1414873988833278
2014,7,710,Merzo,.9731850074604154,29.19555024057627,0,.0052728928,0,30,.0153584002982825
2015,7,710,Merzo,.467711990699172,8.325250178575516,.36787212,.01525458,.36787212,17.79995,.1791929451283068
2011,7,710,Shela Lelo,.115505997557193,.1501600025221705,.32273734,0,0,1.3000191,.0372780995676294
2012,7,710,Shela Lelo,.0092740003019571,.007420000154525,.75,0,0,.80008626,.0069555002264678
2013,7,710,Shela Lelo,.0647760033607483,.3627600073814392,.12499999,0,0,5.6002221,.0080969999544322
2014,7,710,Shela Lelo,.1288949996232987,2.784119963645935,0,0,0,21.599907,0
2015,7,710,Shela Lelo,.0210880003869534,.3078800141811371,.60000002,0,0,14.599772,.0126528004184365
2011,7,710,Guge Shale,.1088699987158179,.5661200061440468,.048975844,0,0,5.1999636,.0053320000879467
2012,7,710,Guge Shale,.1716349944472313,1.767849996685982,.0059221606,0,0,10.300056,.0010164499981329
2013,7,710,Guge Shale,.4788430081680417,2.681520028039813,0,0,0,5.5999985,0
2014,7,710,Guge Shale,.1853349972516298,4.003239959478378,0,0,0,21.600021,0
2015,7,710,Guge Shale,.1648649963317439,2.967579979449511,.0024068176,0,0,18.000061,.0003967999946326
2011,7,710,Barza,0,0,,,,,0
2012,7,710,Barza,0,0,,,,,0
2013,7,710,Barza,0,0,,,,,0
2014,7,710,Barza,0,0,,,,,0
2015,7,710,Barza,0,0,,,,,0
2011,7,710,Gissa,0,0,,,,,0
2012,7,710,Gissa,0,0,,,,,0
2013,7,710,Gissa,.2328860014677048,3.21382999420166,0,0,0,13.800014,0
2014,7,710,Gissa,.1139070019125938,1.446619987487793,0,0,0,12.700009,0
2015,7,710,Gissa,0,0,,,,,0
2011,7,710,Hoshele Shembera,0,0,,,,,0
2012,7,710,Hoshele Shembera,0,0,,,,,0
2013,7,710,Hoshele Shembera,0,0,,,,,0
2014,7,710,Hoshele Shembera,0,0,,,,,0
2015,7,710,Hoshele Shembera,0,0,,,,,0
2011,7,710,BOLA ANIKO,.1756910011172295,2.793480053544045,.26070204,0,0,15.899961,.0458030004519969
2012,7,710,BOLA ANIKO,.3301299996674061,1.914750009775162,.27988279,0,0,5.7999878,.0923977000638843
2013,7,710,BOLA ANIKO,.4658340103924274,4.00616991519928,.12948808,.027538244,0,8.5999947,.073148199589923
2014,7,710,BOLA ANIKO,.3053879961371422,4.336510002613068,.085100926,0,0,14.200002,.0482992008328438
2015,7,710,BOLA ANIKO,.2273390013724566,2.409789964556694,.07543008,.056537591,0,10.599985,.0742944004014134
2011,7,710,BOKO SHELE,8.929476999910548,140.192769061774,.19984424,.048901644,0,15.699998,2.541328792693093
2012,7,710,BOKO SHELE,9.326379025354981,114.7144705280662,.037934411,.098607004,0,12.300001,1.44102461473085
2013,7,710,BOKO SHELE,7.870956970844418,214.0900188982487,.045178104,.0046940926,0,27.199999,.4889449067413807
2014,7,710,BOKO SHELE,5.621321018785238,89.94115069508553,.10957456,.0015507031,0,16.000002,.624670809134841
2015,7,710,BOKO SHELE,5.230916008818895,66.95573979243636,.25709826,0,.25604641,12.800003,1.344859393080697
2011,7,710,GARIDA YAGILE,.2776040006428957,1.082660019397736,.36673966,0,0,3.9000158,.1018084005918354
2012,7,710,GARIDA YAGILE,1.349328972399235,11.46930006146431,0,.044688284,0,8.5000029,.0602991990745068
2013,7,710,GARIDA YAGILE,.4361499920487404,8.504930019378662,.02655967,0,0,19.500011,.0115839997306466
2014,7,710,GARIDA YAGILE,1.414717011153698,14.71306002140045,.11902367,0,0,10.400002,.168384799733758
2015,7,710,GARIDA YAGILE,.1332890018820763,1.679439961910248,.71594584,0,.14009033,12.599989,.0954277031123638
2011,7,710,kACHA SENIGA,.2795739995781332,6.122660094872117,.22346696,0,0,21.899963,.0977053499955218
2012,7,710,kACHA SENIGA,.7747069918550551,9.761299945414066,.046252195,.00090924703,0,12.59999,.0392268997384235
2013,7,710,kACHA SENIGA,.2874610023573041,1.034860018640757,.18787088,0,0,3.6000013,.0540055497549474
2014,7,710,kACHA SENIGA,.4644100029254332,13.88586000725627,.017682651,0,0,29.900002,.0082120001316071
2015,7,710,kACHA SENIGA,.3439460005611181,8.082719922065735,.011923383,0,0,23.499968,.0041009997949004
2011,7,710,KOLE ZALE,.3110929946415126,3.42204001173377,.089080118,0,.040401101,11.000055,.0609709999989718
2012,7,710,KOLE ZALE,.6705189906060696,26.21730044484139,.036413584,0,0,39.10001,.0244160001166165
2013,7,710,KOLE ZALE,1.440473007271066,5.185710032470524,.1770533,0,0,3.6000049,.4343404567334801
2014,7,710,KOLE ZALE,.2817740018945187,6.480800066143274,.15088582,0,0,22.999992,.0585503008624073
2015,7,710,KOLE ZALE,.4362180030439049,3.009920010343194,.14074315,.003657575,.039296176,6.9000363,.1774028980871663
2011,7,710,MELE GAGULE,.2745280037634075,2.882550023496151,.067330107,0,0,10.500022,.0184839996509254
2012,7,710,MELE GAGULE,.143223999068141,.8020600005984306,0,.056354035,0,5.600039,.0143778501078486
2013,7,710,MELE GAGULE,.5954929976724088,2.143760004080832,.07571239,.0048161773,0,3.5999751,.0508186002261937
2014,7,710,MELE GAGULE,.7524269927525893,15.65048998594284,0,0,0,20.800011,0
2015,7,710,MELE GAGULE,.509595999494195,5.452689915895462,.27683091,0,.10263611,10.700025,.1410719288396649
2011,7,710,FADELE,0,0,,,,,0
2012,7,710,FADELE,0,0,,,,,0
2013,7,710,FADELE,0,0,,,,,0
2014,7,710,FADELE,0,0,,,,,0
2015,7,710,FADELE,0,0,,,,,0
2011,7,710,KOYIRA MUKUL,.0619090013206005,.8976799845695496,0,0,0,14.499991,.0371453985571861
2012,7,710,KOYIRA MUKUL,0,0,,,,,0
2013,7,710,KOYIRA MUKUL,.0405590012669563,.1460099965333939,0,0,0,3.5999405,0
2014,7,710,KOYIRA MUKUL,0,0,,,,,0
2015,7,710,KOYIRA MUKUL,.0104569997638464,.014639999717474,.30000001,0,0,1.4000192,.0031371000222862
2011,7,710,Alageltsa,0,0,,,,,0
2012,7,710,Alageltsa,0,0,,,,,0
2013,7,710,Alageltsa,0,0,,,,,0
2014,7,710,Alageltsa,0,0,,,,,0
2015,7,710,Alageltsa,.173200998455286,.1905199941247702,.59663743,0,.59663743,1.0999936,.1033381968736649
2011,7,710,Shofte,0,0,,,,,0
2012,7,710,Shofte,0,0,,,,,0
2013,7,710,Shofte,0,0,,,,,0
2014,7,710,Shofte,0,0,,,,,0
2015,7,710,Shofte,0,0,,,,,0
2011,7,711,Jenjeka,0,0,,,,,0
2012,7,711,Jenjeka,0,0,,,,,0
2013,7,711,Jenjeka,0,0,,,,,0
2014,7,711,Jenjeka,0,0,,,,,0
2015,7,711,Jenjeka,0,0,,,,,0
2011,7,711,Boyita,0,0,,,,,0
2012,7,711,Boyita,.1371409986168146,2.317679971456528,0,0,0,16.899979,.1371409986168146
2013,7,711,Boyita,0,0,,,,,0
2014,7,711,Boyita,0,0,,,,,0
2015,7,711,Boyita,0,0,,,,,0
2011,7,711,Jemdeso,0,0,,,,,0
2012,7,711,Jemdeso,0,0,,,,,0
2013,7,711,Jemdeso,0,0,,,,,0
2014,7,711,Jemdeso,0,0,,,,,0
2015,7,711,Jemdeso,0,0,,,,,0
2011,7,711,Ojemta,0,0,,,,,0
2012,7,711,Ojemta,0,0,,,,,0
2013,7,711,Ojemta,0,0,,,,,0
2014,7,711,Ojemta,0,0,,,,,0
2015,7,711,Ojemta,0,0,,,,,0
2011,7,711,Alenga,0,0,,,,,0
2012,7,711,Alenga,0,0,,,,,0
2013,7,711,Alenga,0,0,,,,,0
2014,7,711,Alenga,0,0,,,,,0
2015,7,711,Alenga,0,0,,,,,0
2011,7,711,Shoniga,0,0,,,,,0
2012,7,711,Shoniga,0,0,,,,,0
2013,7,711,Shoniga,0,0,,,,,0
2014,7,711,Shoniga,0,0,,,,,0
2015,7,711,Shoniga,0,0,,,,,0
2011,7,711,Denichu,0,0,,,,,0
2012,7,711,Denichu,0,0,,,,,0
2013,7,711,Denichu,0,0,,,,,0
2014,7,711,Denichu,0,0,,,,,0
2015,7,711,Denichu,0,0,,,,,0
2011,7,711,Zozo,0,0,,,,,0
2012,7,711,Zozo,0,0,,,,,0
2013,7,711,Zozo,0,0,,,,,0
2014,7,711,Zozo,0,0,,,,,0
2015,7,711,Zozo,0,0,,,,,0
2011,7,711,Gawule,0,0,,,,,0
2012,7,711,Gawule,0,0,,,,,0
2013,7,711,Gawule,0,0,,,,,0
2014,7,711,Gawule,0,0,,,,,0
2015,7,711,Gawule,0,0,,,,,0
2011,7,711,Gedu,0,0,,,,,0
2012,7,711,Gedu,0,0,,,,,0
2013,7,711,Gedu,0,0,,,,,0
2014,7,711,Gedu,0,0,,,,,0
2015,7,711,Gedu,0,0,,,,,0
2011,7,711,Zozo Sefera,0,0,,,,,0
2012,7,711,Zozo Sefera,0,0,,,,,0
2013,7,711,Zozo Sefera,0,0,,,,,0
2014,7,711,Zozo Sefera,0,0,,,,,0
2015,7,711,Zozo Sefera,0,0,,,,,0
2011,7,711,Kulegacha,.7142979875206947,9.785889863967896,0,0,0,13.70001,0
2012,7,711,Kulegacha,2.250307001173496,35.55485033988953,0,0,0,15.8,0
2013,7,711,Kulegacha,1.631673991680145,30.67546951770783,.03546983,0,0,18.799999,.0578751992434263
2014,7,711,Kulegacha,1.826099997386336,35.98439049720764,.1668683,0,0,19.705597,.3047182112932205
2015,7,711,Kulegacha,1.981032010167837,34.44006991386414,0,.0046904846,0,17.384912,.0415624985471368
2011,7,711,Ziyagin,.1214030012488365,1.129050016403198,0,0,0,9.3000174,0
2012,7,711,Ziyagin,.2962140068411827,3.110239982604981,.29949462,0,0,10.499976,.0887145027518272
2013,7,711,Ziyagin,.1933860033750534,4.138460159301758,0,0,0,21.399998,0
2014,7,711,Ziyagin,.121799997985363,1.530089974403381,0,0,0,12.562315,0
2015,7,711,Ziyagin,0,0,,,,,0
2011,7,711,Gulshe,.1342329978942871,2.013499975204468,0,.5,0,15.000037,.0671164989471436
2012,7,711,Gulshe,0,0,,,,,0
2013,7,711,Gulshe,0,0,,,,,0
2014,7,711,Gulshe,0,0,,,,,0
2015,7,711,Gulshe,0,0,,,,,0
2011,7,711,Maha,1.710455998778343,9.920639991760254,0,0,0,5.7999973,.0424045994877815
2012,7,711,Maha,.3174580000340939,5.079329907894135,0,.070370883,0,16.000006,.0223398003727198
2013,7,711,Maha,.4114380041137338,4.443529956042767,0,0,0,10.799999,.0399087518453598
2014,7,711,Maha,1.260478980839253,13.04021003842354,0,0,0,10.34544,0
2015,7,711,Maha,.6983629912137985,9.105740189552307,0,0,0,13.038692,0
2011,7,711,Tikmet Eshet,0,0,,,,,0
2012,7,711,Tikmet Eshet,0,0,,,,,0
2013,7,711,Tikmet Eshet,.0105950003489852,.1811700016260147,0,0,0,17.099575,0
2014,7,711,Tikmet Eshet,0,0,,,,,0
2015,7,711,Tikmet Eshet,0,0,,,,,0
2011,7,711,Kamina,0,0,,,,,0
2012,7,711,Kamina,0,0,,,,,0
2013,7,711,Kamina,0,0,,,,,0
2014,7,711,Kamina,.2484880015254021,3.764279901981354,0,0,0,15.148739,.2484880015254021
2015,7,711,Kamina,0,0,,,,,0
2011,7,711,DEKA,0,0,,,,,0
2012,7,711,DEKA,0,0,,,,,0
2013,7,711,DEKA,0,0,,,,,0
2014,7,711,DEKA,0,0,,,,,0
2015,7,711,DEKA,0,0,,,,,0
2011,7,711,SHOKACH,.4252889901399612,2.934490025043488,0,0,0,6.8999906,0
2012,7,711,SHOKACH,0,0,,,,,0
2013,7,711,SHOKACH,0,0,,,,,0
2014,7,711,SHOKACH,.1072600036859512,2.034359931945801,.2,0,0,18.966621,.0214520003646612
2015,7,711,SHOKACH,.3123209923505783,7.67645001411438,.17487633,0,.17487633,24.57872,.0546175483614206
2011,7,711,YECHIT,0,0,,,,,0
2012,7,711,YECHIT,0,0,,,,,0
2013,7,711,YECHIT,.5678799990564585,2.839420011267066,.072836749,.033007678,0,5.0000353,.0601069312542677
2014,7,711,YECHIT,0,0,,,,,0
2015,7,711,YECHIT,0,0,,,,,0
2011,7,711,GANITU,0,0,,,,,0
2012,7,711,GANITU,0,0,,,,,0
2013,7,711,GANITU,0,0,,,,,0
2014,7,711,GANITU,0,0,,,,,0
2015,7,711,GANITU,0,0,,,,,0
2011,7,711,TERAMAJ,0,0,,,,,0
2012,7,711,TERAMAJ,0,0,,,,,0
2013,7,711,TERAMAJ,.0487499982118607,.2535000145435333,0,0,0,5.2000003,0
2014,7,711,TERAMAJ,0,0,,,,,0
2015,7,711,TERAMAJ,0,0,,,,,0
2011,7,711,Kujumugut,0,0,,,,,0
2012,7,711,Kujumugut,0,0,,,,,0
2013,7,711,Kujumugut,0,0,,,,,0
2014,7,711,Kujumugut,0,0,,,,,0
2015,7,711,Kujumugut,0,0,,,,,0
2011,7,711,Derja,0,0,,,,,0
2012,7,711,Derja,0,0,,,,,0
2013,7,711,Derja,0,0,,,,,0
2014,7,711,Derja,0,0,,,,,0
2015,7,711,Derja,0,0,,,,,0
2011,7,711,KUBIT,.5740720108151436,5.625910043716431,0,0,0,9.8000078,0
2012,7,711,KUBIT,.2509660050272942,5.998089909553528,0,0,0,23.900009,0
2013,7,711,KUBIT,.2592160105705261,7.543190002441406,0,0,0,29.100016,0
2014,7,711,KUBIT,0,0,,,,,0
2015,7,711,KUBIT,0,0,,,,,0
2011,7,711,KELA,0,0,,,,,0
2012,7,711,KELA,.4392829984426498,8.346380233764648,0,0,0,19.000008,0
2013,7,711,KELA,0,0,,,,,0
2014,7,711,KELA,.2989720106124878,10.12588024139404,0,0,0,33.868992,0
2015,7,711,KELA,0,0,,,,,0
2011,7,711,Dizu,0,0,,,,,0
2012,7,711,Dizu,0,0,,,,,0
2013,7,711,Dizu,0,0,,,,,0
2014,7,711,Dizu,0,0,,,,,0
2015,7,711,Dizu,0,0,,,,,0
2011,7,711,Gacha,0,0,,,,,0
2012,7,711,Gacha,0,0,,,,,0
2013,7,711,Gacha,0,0,,,,,0
2014,7,711,Gacha,0,0,,,,,0
2015,7,711,Gacha,0,0,,,,,0
2011,7,711,Aute,0,0,,,,,0
2012,7,711,Aute,0,0,,,,,0
2013,7,711,Aute,0,0,,,,,0
2014,7,711,Aute,0,0,,,,,0
2015,7,711,Aute,0,0,,,,,0
2011,7,711,Yali,0,0,,,,,0
2012,7,711,Yali,0,0,,,,,0
2013,7,711,Yali,0,0,,,,,0
2014,7,711,Yali,0,0,,,,,0
2015,7,711,Yali,0,0,,,,,0
2011,7,711,Genja,0,0,,,,,0
2012,7,711,Genja,0,0,,,,,0
2013,7,711,Genja,0,0,,,,,0
2014,7,711,Genja,0,0,,,,,0
2015,7,711,Genja,0,0,,,,,0
2011,7,711,Giza,0,0,,,,,0
2012,7,711,Giza,0,0,,,,,0
2013,7,711,Giza,0,0,,,,,0
2014,7,711,Giza,0,0,,,,,0
2015,7,711,Giza,0,0,,,,,0
2011,7,712,SAJA LAFITEN,.3732119994238019,3.769440023228526,0,0,0,10.099997,0
2012,7,712,SAJA LAFITEN,.6327060014009476,10.32318998873234,.12203694,0,0,16.315935,.0772135034203529
2013,7,712,SAJA LAFITEN,.7213080003857613,6.058979963883758,.087061845,0,0,8.3999901,.0780344028025866
2014,7,712,SAJA LAFITEN,.3410889999940991,3.683770015835762,0,0,0,10.800026,0
2015,7,712,SAJA LAFITEN,.2015279997140169,2.861700028181076,.18017645,0,0,14.200012,.0363106001168489
2011,7,712,SAJA LAFITEN,.2466679979115725,2.146010048687458,0,0,0,8.6999941,0
2012,7,712,SAJA LAFITEN,.7021279842592776,3.668869998771697,.075727358,0,0,5.225358,.0531702993903309
2013,7,712,SAJA LAFITEN,.4710379960015416,8.855530098080635,0,0,0,18.800034,0
2014,7,712,SAJA LAFITEN,.4523860025219619,6.423890069127083,0,0,0,14.20002,0
2015,7,712,SAJA LAFITEN,.1559289954602718,1.668449968099594,0,0,0,10.700063,0
2011,7,712,TIGIR,1.043717000633478,15.65579976141453,0,0,0,15.000043,.0060425000265241
2012,7,712,TIGIR,1.172293993178755,6.125649973750114,.2134839,0,0,5.2253532,.2502658996963874
2013,7,712,TIGIR,1.508481002412736,15.68822003155947,0,0,0,10.400012,0
2014,7,712,TIGIR,1.733624001964927,18.54977010190487,0,.004847764,0,10.699996,.0084041999652982
2015,7,712,TIGIR,1.910955013008788,24.46021040156484,0,.042781487,0,12.799993,.0817534998059273
2011,7,712,DERI TEGU,3.517834035679698,47.49079044163227,0,.078783423,0,13.500009,.2771469987928867
2012,7,712,DERI TEGU,5.784881942905486,92.5350802205503,0,0,0,15.996018,.0053190002217889
2013,7,712,DERI TEGU,5.89014803012833,120.7480592504144,0,.0091925533,0,20.500004,.0541455000638962
2014,7,712,DERI TEGU,3.740809047594667,35.91174992918968,0,0,0,9.5999956,0
2015,7,712,DERI TEGU,3.873709984123707,84.44688042998314,.08016181,0,0,21.800001,.3105235993862152
2011,7,712,AYA KEBO,4.936047049704939,50.84129052236676,0,0,0,10.300001,0
2012,7,712,AYA KEBO,8.186128938570619,173.7207991778851,.012041833,.017683107,0,21.221361,.2433322034776211
2013,7,712,AYA KEBO,6.696749035269022,105.8086300492287,0,0,0,15.799999,.0202396996319294
2014,7,712,AYA KEBO,8.015040954574943,176.3309014178813,0,0,0,22,0
2015,7,712,AYA KEBO,7.933147005736828,174.5292277336121,.094641879,0,0,22,.7508079204708338
2011,7,712,AYA EREDA,9.675231045112014,187.6994909495115,0,0,0,19.400002,0
2012,7,712,AYA EREDA,6.955690035130829,99.39514884352684,0,0,0,14.289762,0
2013,7,712,AYA EREDA,7.388519020751119,155.1588779389858,0,0,0,20.999996,0
2014,7,712,AYA EREDA,8.929596926085651,146.4454005360603,.0034046441,0,0,16.400002,.0304020997136831
2015,7,712,AYA EREDA,12.59818003326654,229.2868810594082,.00080634659,0,0,18.200001,.0101584997028112
2011,7,712,ASHER,1.513207973912358,18.46114991605282,0,0,0,12.200008,0
2012,7,712,ASHER,.9614160032942891,9.022239979356527,0,0,0,9.384325,0
2013,7,712,ASHER,.5140150021761656,7.556019842624664,0,0,0,14.699999,.0157242007553577
2014,7,712,ASHER,.5980460024438798,5.322600040584803,0,0,0,8.8999844,0
2015,7,712,ASHER,.6615840084850788,8.071330070495606,0,0,0,12.200007,0
2011,7,712,GESI,4.353904977557249,70.09788015857339,.044402827,0,0,16.100002,.3078045373549685
